date,startup,vertical,subvertical,city,investors,rounds,amount
2020-01-09,BYJU’S,E-Tech,E-learning,Bengaluru,Tiger Global Management,Private Equity Round,1650.0
2020-01-13,Shuttl,Transportation,App based shuttle service,Gurgaon,Susquehanna Growth Equity,Series C,66.3992505
2020-01-09,Mamaearth,ECommerce,Retailer of baby and toddler products,Bengaluru,Sequoia Capital India,Series B,151.460595
2020-01-02,https://www.wealthbucket.in/,FinTech,Online Investment,Delhi,Vinod Khatumal,Pre-series A,24.75
2020-01-02,Fashor,Fashion and Apparel,Embroiled Clothes For Women,Mumbai,Sprout Venture Partners,Seed Round,14.85
2020-01-13,Pando,Logistics,"Open-market, freight management platform",Chennai,Chiratae Ventures,Series A,74.25
2020-01-10,Zomato,Hospitality,Online Food Delivery Platform,Gurgaon,Ant Financial,Private Equity Round,1237.5
2019-12-12,Ecozen,Technology,Agritech,Pune,Sathguru Catalyzer Advisors,Series A,49.5
2019-12-06,CarDekho,ECommerce,Automobile,Gurgaon,Ping An Global Voyager Fund,Series D,577.5
2019-12-03,Dhruva Space,Aerospace,Satellite Communication,Bengaluru,Mumbai Angel,Seed,412.5
2019-12-03,Dhruva Space,Aerospace,Satellite Communication,Bengaluru,Ravikanth Reddy,Seed,412.5
2019-12-13,Rivigo,Technology,Logistics Services and Solutions,Gurgaon,Saif Partners,Series F,165.0
2019-12-13,Rivigo,Technology,Logistics Services and Solutions,Gurgaon,Spring Canter Investment Ltd,Series F,165.0
2019-12-17,Healthians,B2B-focused foodtech startup,Food Solutions For Corporate,Bengaluru,Paytm,Series C,99.0
2019-12-17,Healthians,B2B-focused foodtech startup,Food Solutions For Corporate,Bengaluru,Nptk,Series C,99.0
2019-12-17,Healthians,B2B-focused foodtech startup,Food Solutions For Corporate,Bengaluru,Sabre Partners,Series C,99.0
2019-12-17,Healthians,B2B-focused foodtech startup,Food Solutions For Corporate,Bengaluru,Neoplux,Series C,99.0
2019-12-16,Licious,ECommerce,Online Meat And Seafood Ordering Startup,Bengaluru,Vertex Growth Fund,Series E,247.5
2019-12-16,InCred,Finance,Non-Banking Financial Company,Mumbai,Undisclosed,Debt Funding,48.675
2019-12-14,Trell,Video,Experience Discovery Platform,Bengaluru,Ruizheng Investment,Seed Round,16.5
2019-12-11,Rein Games,Gaming,Real money based gaming startup,Noida,Manipal Education,Seed Round,412.5
2019-12-11,Rein Games,Gaming,Real money based gaming startup,Noida,Medical Group,Seed Round,412.5
2019-12-20,Lenskart.com,ECommerce,Online Eyewear Shopping Portal,Faridabad,Softbank Vision Fund,Series G,1905.75
2019-11-13,Freshworks,Software,Business and customer engagement tools,San Francisco,Sequoia,Series H,1237.5
2019-11-13,Freshworks,Software,Business and customer engagement tools,San Francisco,Capital,Series H,1237.5
2019-11-13,Freshworks,Software,Business and customer engagement tools,San Francisco,Accel,Series H,1237.5
2019-11-14,Misters,Health and wellness,Men's Health and Wellness brand,Gurgaon,Sauce.Vc,Series B,4.0095
2019-11-14,Misters,Health and wellness,Men's Health and Wellness brand,Gurgaon,Rainforest Ventures,Series B,4.0095
2019-11-13,Sunstone Eduversity Pvt. Ltd,Education,Elearning,Gurgaon,Prime Venture Partners,Seed,12.375
2019-11-13,Sunstone Eduversity Pvt. Ltd,Education,Elearning,Gurgaon,Letsventure,Seed,12.375
2019-11-13,Sunstone Eduversity Pvt. Ltd,Education,Elearning,Gurgaon,Ps1 Venture,Seed,12.375
2019-11-13,Sunstone Eduversity Pvt. Ltd,Education,Elearning,Gurgaon,Globallogic Co-Founder Rajul Garg,Seed,12.375
2019-11-17,Burger Singh,Food and Beverage,Indian Burger Brand,Gurgaon,Rb Investments,Venture,0.0
2019-11-18,Healthians,Health and Wellness,Healthcare services,Gurgaon,Dg Daiwa Ventures,Series B,99.0
2019-11-18,Healthians,Health and Wellness,Healthcare services,Gurgaon,Dg Incubation,Series B,99.0
2019-11-15,Ninjacart,B2B Marketing,Agritech,Bengaluru,Trifecta Capital Advisors,Debt Funding,214.5
2019-11-20,Aye Finance,FinTech,Financial Services To MSMEs,Gurgaon,Fintech,Debt Funding,143.64293625
2019-11-12,SuperGaming,Video Games,Social gaming platform,Pune,Dream Incubator,Seed Funding,10.725
2019-11-20,Clumio,SaaS,Recovery software,"San Jose,",Altimeter Capital,Series C,1113.75
2019-11-20,Clumio,SaaS,Recovery software,"San Jose,",Sutter Hill Ventures,Series C,1113.75
2019-11-11,eBikeGo,Last Mile Transportation,Electric bike rental,Amritsar,Startup Buddy,Seed,2.475
2019-11-19,Digital Mall Asia,ECommerce,Virtual e-commerce platform,Delhi,Amour Infrastructure,Seed Funding,1815.0
2019-11-18,Medikabazaar,Healthcare,B2B platform for medical supplies,Mumbai,Ackermans,Series B,130.35
2019-11-18,Medikabazaar,Healthcare,B2B platform for medical supplies,Mumbai,Van Haaren,Series B,130.35
2019-11-18,Medikabazaar,Healthcare,B2B platform for medical supplies,Mumbai,Healthquad,Series B,130.35
2019-11-18,Medikabazaar,Healthcare,B2B platform for medical supplies,Mumbai,Rebright Partners,Series B,130.35
2019-11-18,Medikabazaar,Healthcare,B2B platform for medical supplies,Mumbai,Toppan Printing,Series B,130.35
2019-11-15,Vogo Automotive,Last Mile Transportation,Scooter sharing app,Bengaluru,Matrix Partner,Series B,2334.75
2019-11-15,Vogo Automotive,Last Mile Transportation,Scooter sharing app,Bengaluru,Stellaris Venture Partners,Series B,2334.75
2019-11-15,Vogo Automotive,Last Mile Transportation,Scooter sharing app,Bengaluru,Kalaari Capital,Series B,2334.75
2019-11-25,Paytm,FinTech,Mobile Wallet,Noida,Vijay Shekhar Sharma,Funding Round,8250.0
2019-10-04,Dunzo,Customer Service,Delivery Service,Bengaluru,Lightbox,Series D,371.25
2019-10-02,Udaan,B2B,Business development,Bengaluru,Dst Global,Series D,4826.25
2019-10-21,The Man Company,Consumer Goods,Beauty and Grooming,Gurgaon,Ayushmann Khurana,Corporate Round,0.0
2019-09-05,FPL Technologies,FinTech,Financial Services,Pune,Matrix Partners India,Maiden Round,37.125
2019-09-05,FPL Technologies,FinTech,Financial Services,Pune,Sequoia India,Maiden Round,37.125
2019-09-04,Digital F5,"Advertising, Marketing",Digital marketing firm,Mumbai,Tiw Private Equity,Private Equity Round,49.5
2019-09-04,3rdFlix,SaaS,Education Technology,Hyderabad,Exfinity,pre-series A,41.25
2019-09-04,75F,IoT,Building automation system,Burnsville,Breakthrough Energy Ventures,Series A,148.5
2019-09-04,Myelin Foundry,Information Technology,Deep-technology,Bengaluru,Endiya Partners,Seed,8.25
2019-09-04,Atomberg Technology,Consumer Technology,"Consumer Electronics, Home Appliances",Mumbai,A91 Partners,Series A,82.5
2019-09-04,GOQii,Health and Wellness,Wearable Fitness Bands,Menlo Park,Bennett,Series C,3712.5
2019-09-04,GOQii,Health and Wellness,Wearable Fitness Bands,Menlo Park,Company Ltd,Series C,3712.5
2019-09-03,Vyapar App,Accounting,Mobile-based Accounting Software,Bengaluru,India Quotient,Series A,41.25
2019-09-03,Vyapar App,Accounting,Mobile-based Accounting Software,Bengaluru,Axilor,Series A,41.25
2019-08-01,CarDekho,ECommerce,Automotive,Gurgaon,Sc Gg India Mobility Holdings Llc,Series C,165.0
2019-08-01,Alteria Capital,Finance,VC Funds,Mumbai,Azim Premji,Single Venture,1155.0
2019-08-01,Alteria Capital,Finance,VC Funds,Mumbai,Binny Bansal,Single Venture,1155.0
2019-08-01,Pine Labs,Information Technology,Last-mile retail transaction technology,Noida,Pine Labs Pte Ltd,Corporate Round,314.16
2019-08-12,Meesho,ECommerce,Social Commerce,Bengaluru,Nasper,Series D,1031.25
2019-08-13,Cars24,ECommerce,Car Retail,Gurgaon,Ms Dhoni,Series D,90.75
2019-08-13,Uniphore,Customer Service Platform,Conversational AI,Palo Alto,March Capital Partners,Series C,420.75
2019-08-23,Zendrive,Automotive,Road Safety Analytics,San Francisco,Xl Innovate,Series B,305.25
2019-08-23,Lo! Foods,Consumer Goods,Low carb food for Diabetics,Bengaluru,Rashmi Daga (Founder,Seed Round,4.125
2019-08-23,Lo! Foods,Consumer Goods,Low carb food for Diabetics,Bengaluru,Freshmenu),Seed Round,4.125
2019-08-23,Lo! Foods,Consumer Goods,Low carb food for Diabetics,Bengaluru,Raveen Sastry (Co-Founder,Seed Round,4.125
2019-08-23,Lo! Foods,Consumer Goods,Low carb food for Diabetics,Bengaluru,Myntra),Seed Round,4.125
2019-08-23,Lo! Foods,Consumer Goods,Low carb food for Diabetics,Bengaluru,Mitesh Shah (Finance Chief,Seed Round,4.125
2019-08-23,Lo! Foods,Consumer Goods,Low carb food for Diabetics,Bengaluru,Bookmyshow,Seed Round,4.125
2019-08-23,Tala,FinTech,Digital Lending Platform,Santa Monica,Rps Ventures,Series D,907.5
2019-08-21,HungerBox,Food and Beverage,B2B Foodtech,Bengaluru,One97 Communications,Series C,54.3675
2019-08-23,AdmitKard,EdTech,University Admissions,Noida,Growth Dna,Seed Round,8.25
2019-08-27,Rapido Bike Taxi,Transportation,Bike Taxi,Bengaluru,Westbridge Capital,Series B,32175.0
2019-07-02,RenewBuy,Finance,Auto Insurance,Gurgaon,Lok Capital,Series B,156.75
2019-07-02,RenewBuy,Finance,Auto Insurance,Gurgaon,Iifl Wealth,Series B,156.75
2019-07-02,Atlan,Information Technology,Big Data,Singapore,Waterbridge Ventures,Pre-Series A,20.625
2019-07-01,WizCounsel,Compliance,Consulting,Delhi,Kapil Dev,Angel,1.19625
2019-07-03,Ola Cabs,Transportation,Cabs,Bengaluru,Dig Investment Ab,Series J,8.25
2019-07-03,Ola Cabs,Transportation,Cabs,Bengaluru,Deshe Holdings,Series J,8.25
2019-07-03,Ola Cabs,Transportation,Cabs,Bengaluru,Samih Toukan,Series J,8.25
2019-07-03,Ola Cabs,Transportation,Cabs,Bengaluru,Hussam Khoury,Series J,8.25
2019-07-04,Daalchini Technologies,Food and Beverage,Digital Vending Machine,Delhi,Artha India Ventures,Seed Round,4.125
2019-07-10,"""BYJU\\'S""",EdTech,Education,Bengaluru,Qatar Investment Authority,Private Equity Round,1237.5
2019-07-11,Moglix,ECommerce,Industrial Tools and Equipments,Singapore,Composite Capital Management,Series D,495.0
2019-07-10,Indus OS,Tech,Smartphone Operating System,Andheri,Ventureast,Series B,47.4375
2019-07-10,HealthAssure,Health Care,Primary care medical network,Mumbai,Blume Ventures,Series A,20.625
2019-07-08,Board Infinity,EdTech,Full-stack career platform,Chembur,Multiple Angel Investors,Angel Round,2.63674125
2019-06-05,NoBroker,ECommerce,Real Estate,Bengaluru,General Atlantic,Series C,420.75
2019-06-04,Bira91,Food and Beverage,Brewery,Delhi,Anicut Capital,Debt Funding,82.5
2019-06-04,BharatPe,Finance,FinTech,Delhi,Insight Partners,Series B,618.75
2019-06-04,Recykal,Waste Management Service,Optimization,Hyderabad,Triton Investment Advisors,pre-Series A,214.5
2019-06-04,Recykal,Waste Management Service,Optimization,Hyderabad,Pidilite Industries Director Ajay Parekh,pre-Series A,214.5
2019-06-03,Agara Labs,Deep-Tech,Artificial Intelligence,Bengaluru,Rtp Global,pre-Series A,20.625
2019-06-06,Chakr Innovation,Energy,Renewable Energy,Delhi,Ian Fund,Series A,214.5
2019-06-10,Bolo App,Digital Media,Video Platform,Bengaluru,Nexus Venture Partners,Seed Funding,3.54915
2019-06-08,Vogo Automotive Pvt. Ltd,Transportation,Dockless Scooter Rental Company,Karnataka,Alteria Capital,Debt Funding,29.568
2019-05-06,Ola Electric,Transportation,Cabs,Bengaluru,Tata Sons,Series A,0.0
2019-05-06,Saahas Zero Waste,Waste Management Service,Optimization,Bengaluru,C4D Partners,Venture - Series Unknown,7.16595
2019-05-05,StyleDotMe,ECommerce,Fashion and Shopping,Delhi,Indian Angel Network,Bridge Round,0.0
2019-05-05,StyleDotMe,ECommerce,Fashion and Shopping,Delhi,Other Angel Investors,Bridge Round,0.0
2019-05-05,StyleDotMe,ECommerce,Fashion and Shopping,Delhi,Innov8 Founder Ritesh Malik,Bridge Round,0.0
2019-05-05,StyleDotMe,ECommerce,Fashion and Shopping,Delhi,Josh Talks Founders Supriya Paul,Bridge Round,0.0
2019-05-05,StyleDotMe,ECommerce,Fashion and Shopping,Delhi,Shobha Banga,Bridge Round,0.0
2019-05-05,StyleDotMe,ECommerce,Fashion and Shopping,Delhi,Unknown,Bridge Round,0.0
2019-05-05,StyleDotMe,ECommerce,Fashion and Shopping,Delhi,Former Hero Corporate President Rohit Chanana,Bridge Round,0.0
2019-05-01,BlackBuck,Transportation,Logistics,Bengaluru,Goldman Sachs Investment Partners,Series D,1237.5
2019-05-01,BlackBuck,Transportation,Logistics,Bengaluru,Silicon Valley-Based Accel,Series D,1237.5
2019-05-01,BlackBuck,Transportation,Logistics,Bengaluru,Wellington,Series D,1237.5
2019-05-01,BlackBuck,Transportation,Logistics,Bengaluru,Sequoia Capital,Series D,1237.5
2019-05-01,BlackBuck,Transportation,Logistics,Bengaluru,B Capital,Series D,1237.5
2019-05-01,BlackBuck,Transportation,Logistics,Bengaluru,Lightstreet,Series D,1237.5
2019-05-01,BlackBuck,Transportation,Logistics,Bengaluru,S,Series D,1237.5
2019-05-01,BlackBuck,Transportation,Logistics,Bengaluru,S Capital,Series D,1237.5
2019-05-01,BlackBuck,Transportation,Logistics,Bengaluru,International Finance Corporation,Series D,1237.5
2019-05-28,Ather Energy,Automobile,Electric Vehicle,Bengaluru,Sachin Bansal,Series C,420.75
2019-05-28,FreshVnF,Agtech,Fresh Agriculture Produces,Mumbai,Equanimity Ventures,Seed Round,1155.0
2019-05-30,GlowRoad,ECommerce,Retail,Bengaluru,Korea Investment Partners,Series B,94.875
2019-05-30,GlowRoad,ECommerce,Retail,Bengaluru,Vertex Ventures,Series B,94.875
2019-05-31,Bira91,Food and Beverage,Brewery,Delhi,Sixth Sense Ventures,Series B,46.2
2019-04-16,Kuvera,Finance,Wealth Management,Bengaluru,Eight Roads Ventures India,Series A,371.25
2019-04-12,Medlife,ECommerce,Online Medicine,Bengaluru,Prasid Uno Family Trust,Private Equity,140.25
2019-04-10,Kabadiwala,ECommerce,Waste Management,Bhopal,Unilever,Private Equity,3.55298625
2019-04-10,Kabadiwala,ECommerce,Waste Management,Bhopal,Beehive Capital Advisor,Private Equity,3.55298625
2019-04-10,Kabadiwala,ECommerce,Waste Management,Bhopal,Abcom Investments,Private Equity,3.55298625
2019-04-10,Kabadiwala,ECommerce,Waste Management,Bhopal,Parekh Marine Transport,Private Equity,3.55298625
2019-04-13,Tripoto,Social Media,Travel,Delhi,Orchid India,Series B,29.62884375
2019-04-13,Tripoto,Social Media,Travel,Delhi,Hornbill Orchid India Fund,Series B,29.62884375
2019-04-13,Tripoto,Social Media,Travel,Delhi,3One4 Capital,Series B,29.62884375
2019-04-13,Tripoto,Social Media,Travel,Delhi,Lasmer Nv,Series B,29.62884375
2019-04-12,Azah,Health and Wellness,Organic wellness,Gurgaon,Unnamed Angel Investors,Seed Funding,1.65
2019-04-11,Setu,Fintech,Banking,Bengaluru,Lightspeed India Partners,Seed Funding,28.875
2019-04-10,Toppr,Edtech,E-learning,Mumbai,Milestone,Debt and Preference capital,52.146765
2019-04-10,Craftsvilla,ECommerce,Fashion and Apparel,Mumbai,Supera Pte Ltd,Inhouse Funding,20.15883375
2019-04-10,Unacademy,Edtech,E-learning,Bengaluru,Kalyan Krishnamurthy,Seed/ Angel Funding,2.53275
2019-04-17,Shuttl,Transportation,Bus Aggregation,Gurgaon,New Atlantic Ventures,Venture Round,41.25
2019-04-17,Increff,Technology,Supply-chain technology solutions,Bengaluru,021 Capita,Series A,24.75
2019-02-08,Zilingo,ECommerce,Fashion & Apparel,India/Singapore,Temasek Holdings,Series D,1864.5
2019-02-08,Zilingo,ECommerce,Fashion & Apparel,India/Singapore,Edbi,Series D,1864.5
2019-02-08,Zilingo,ECommerce,Fashion & Apparel,India/Singapore,Burda Principal Investments,Series D,1864.5
2019-02-08,Zilingo,ECommerce,Fashion & Apparel,India/Singapore,Sofina,Series D,1864.5
2019-02-13,NanoClean Global,Nanotechnology,Anti-Pollution,Delhi,Pitchright Venture,Series A,4.95
2019-02-13,NanoClean Global,Nanotechnology,Anti-Pollution,Delhi,91Springboard,Series A,4.95
2019-02-13,NanoClean Global,Nanotechnology,Anti-Pollution,Delhi,Al Nour International Holdings,Series A,4.95
2019-02-13,NanoClean Global,Nanotechnology,Anti-Pollution,Delhi,Mark V Investments,Series A,4.95
2018-02-14,OyoRooms,Hospitality,Budget Rooms,Gurgaon,Didi Chuxing,Equity,825.0
2019-01-03,CarDekho,Automobile,Online Marketplace,Jaipur,Hillhouse Capital,Series C,907.5
2019-01-03,CarDekho,Automobile,Online Marketplace,Jaipur,Alphabet Growth Investment Arm Capital G,Series C,907.5
2019-01-03,CarDekho,Automobile,Online Marketplace,Jaipur,Axis Bank,Series C,907.5
2019-01-04,Vyome Therapeutics Inc,Health and Wellness,Specialty pharmaceutical,India/US,Iron Pillar,Series D,181.5
2019-01-04,Vyome Therapeutics Inc,Health and Wellness,Specialty pharmaceutical,India/US,Perceptive Advisors,Series D,181.5
2019-01-04,Vyome Therapeutics Inc,Health and Wellness,Specialty pharmaceutical,India/US,Romulus Capital,Series D,181.5
2019-01-04,Samunnati Financial Intermediation & Services Pvt. Ltd,Finance,Non-banking financial company,Chennai,Massif,Debt-Funding,41.25
2019-01-04,Samunnati Financial Intermediation & Services Pvt. Ltd,Finance,Non-banking financial company,Chennai,A Dutch Government Fund,Debt-Funding,41.25
2018-12-01,UrbanClap Technologies Pvt. Ltd,Services Platform,Home services marketplace,Delhi,Steadview Capital,Series D,412.5
2018-12-01,UrbanClap Technologies Pvt. Ltd,Services Platform,Home services marketplace,Delhi,Vy Capital,Series D,412.5
2018-12-02,Guiddoo,Travel Tech,Platform for travel agents,Mumbai,Individual Investors,Pre-Series A,6.6
2018-12-04,Nagpur Wholesale,Online Marketplace,eCommerce,Nagpur,Omphalos Ventures India Llp,Seed Funding,1.17975
2018-12-06,ShopKirana,B2B,eCommerce,Indore,Infoedge,Seed Funding,16.5
2018-12-06,ShopKirana,B2B,eCommerce,Indore,Aet Fund,Seed Funding,16.5
2018-12-06,ShopKirana,B2B,eCommerce,Indore,Akatsuki,Seed Funding,16.5
2018-12-06,ShopKirana,B2B,eCommerce,Indore,Incubate Fund From Japan,Seed Funding,16.5
2018-12-06,ShopKirana,B2B,eCommerce,Indore,Better Capital Angellist Syndicate,Seed Funding,16.5
2018-12-06,BuildSupply,"SaaS, Ecommerce","Real Estate, ERP",Gurgaon,Venture Highway,Series A,28.875
2018-12-06,BuildSupply,"SaaS, Ecommerce","Real Estate, ERP",Gurgaon,Gree Ventures,Series A,28.875
2018-12-06,BuildSupply,"SaaS, Ecommerce","Real Estate, ERP",Gurgaon,Space Matrix,Series A,28.875
2018-11-01,GoDesi,Food and Beverage,Regional Flavours,Bengaluru,Lead Angel Network,Seed/ Angel Funding,1.14670875
2018-11-03,Veritas Finance Ltd,NBFC,MSME Finance,Chennai,Norwest Venture Partners,Series D,229.34175
2018-11-03,Veritas Finance Ltd,NBFC,MSME Finance,Chennai,Cdc Group,Series D,229.34175
2018-11-03,Veritas Finance Ltd,NBFC,MSME Finance,Chennai,The Uk\\Xe2\\X80\\X99S Development Finance Institution,Series D,229.34175
2018-11-03,Veritas Finance Ltd,NBFC,MSME Finance,Chennai,P Surendra Pai,Series D,229.34175
2018-11-06,Meesho,ECommerce,Social Commerce,Bengaluru,Shunwei Capital,Series C,412.5
2018-11-06,Meesho,ECommerce,Social Commerce,Bengaluru,Dst Partners,Series C,412.5
2018-11-08,A&R Bon Vivants,Food,Meat Retail Chain,Jaipur,Singapore,Equity,8.25
2018-11-12,Blackbuck,Food Tech,POS For Online Ordering,Bengaluru,Tiger Global,Series A,8.25
2018-11-12,MilkBAsket,Food,Micro-delivery grocery service,Delhi,Mayfield Fund,Series B,10.725
2018-11-13,DriveU,Transportation,On-Demand Drivers,Bengaluru,Stevens Creek Ventures,Mezzanine,8.25
2018-11-14,CleanseCar,Services,Car Wash,Bengaluru,Venture Catalyst,Seed/ Angel Funding,4.125
2018-11-20,HealthifyMe,Health and Wellness,Wellness Coach,Bengaluru,Sistema Asia Fund,Series B (Extension),49.5
2018-11-20,HealthifyMe,Health and Wellness,Wellness Coach,Bengaluru,Vc Samsung Next,Series B (Extension),49.5
2018-11-20,HealthifyMe,Health and Wellness,Wellness Coach,Bengaluru,Inventus Capital,Series B (Extension),49.5
2018-11-20,HealthifyMe,Health and Wellness,Wellness Coach,Bengaluru,Innoven Capital,Series B (Extension),49.5
2018-11-22,Aavishkaar-Intellecap Group,Investment,SME Funding,Mumbai,Teachers Insurance,Equity Based Funding,255.75
2018-11-22,Aavishkaar-Intellecap Group,Investment,SME Funding,Mumbai,Annuity Association,Equity Based Funding,255.75
2018-11-23,Signzy,Financial Tech,Digital Onboarding Solution,Bengaluru,Rajan An,Series A,28.05
2018-11-23,Signzy,Financial Tech,Digital Onboarding Solution,Bengaluru,An,Series A,28.05
2018-11-23,Signzy,Financial Tech,Digital Onboarding Solution,Bengaluru,Dilip Kh,Series A,28.05
2018-11-23,Signzy,Financial Tech,Digital Onboarding Solution,Bengaluru,Welwal From Sap Labs India,Series A,28.05
2018-11-23,Signzy,Financial Tech,Digital Onboarding Solution,Bengaluru,Amrish Rau From Payu India,Series A,28.05
2018-11-24,Engineer.ai,Software,AI Platform,India/US,Lakestar,Series A,243.375
2018-11-24,Engineer.ai,Software,AI Platform,India/US,Jungle Ventures,Series A,243.375
2018-11-24,Engineer.ai,Software,AI Platform,India/US,Softbank\\Xe2\\X80\\X99S Deepcore,Series A,243.375
2018-11-25,InCred Finance,Finance,SME Lending,India,Paragon Partners,Private Equity,346.5
2018-11-25,Roposo,Social Media,Video Sharing,Delhi,Bertelsmann India,Series B,14.025
2018-10-01,Northmist,Fashion,Mens Wear,Delhi,Prashant Jaiswal,Seed/ Angel Funding,0.0
2018-10-02,Origo Commodities India Pvt. Ltd,Logistics,Supply Chain,Hyderabad,Cooperative Oikocredit,Seed/ Angel Funding,90.75
2018-10-02,Origo Commodities India Pvt. Ltd,Logistics,Supply Chain,Hyderabad,Caspian,Seed/ Angel Funding,90.75
2018-10-02,Origo Commodities India Pvt. Ltd,Logistics,Supply Chain,Hyderabad,Hivos-Triodos Fund,Seed/ Angel Funding,90.75
2018-10-04,Grover Zampa,Food,Wine,Mumbai,Ravi Viswanathan,Private Equity,67.65
2018-10-05,Droom,Automobile,New and Used Cars Platform,Gurgaon,Zigexn,Series E,24.75
2018-10-11,Innov8,Real Estate,Co-Working,Delhi,Credence Family Office,Pre-Series A,33.0
2018-10-12,LetsTransport,Logistics Tech,Book Trucks Online,Bengaluru,Fosun International,Series C,99.0
2018-09-01,Netmeds,Consumer Internet,Online Pharmacy Chain,Chennai,Sistema Jsfc,Private Equity,288.75
2018-09-01,Netmeds,Consumer Internet,Online Pharmacy Chain,Chennai,Tanncam Investment,Private Equity,288.75
2018-09-03,Udaan,B2B Platform,Logistics and Shipping,Bengaluru,Lightspeed Venture Partners\\Xe2\\X80\\X99 Global Fund,Private Equity,1856.25
2018-09-03,Daily hunt,Consumer Internet,News and ebooks Mobile App,Bengaluru,Falcon Edge,Private Equity,52.7175
2018-09-04,HappyGoEasy,Consumer Internet,Online Travel Agecy,Gurgaon,Samsung,Private Equity,0.0
2018-09-04,HappyGoEasy,Consumer Internet,Online Travel Agecy,Gurgaon,China-Based Citic Capital,Private Equity,0.0
2018-09-04,HappyGoEasy,Consumer Internet,Online Travel Agecy,Gurgaon,Others,Private Equity,0.0
2018-09-05,Nykaa,Consumer Internet,Online Marketplace For Multi-brand Beauty Cosmetic and Wellness Products,Mumbai,Lighthouse,Private Equity,1296.9
2018-09-05,Mad Street Den,Technology,Computer Vision And Artificial Intelligence (Ai) Platform,Chennai,Kddi\\Xc2\\Xa0,Private Equity,0.0
2018-09-06,Dream11,Consumer Internet,Online Gaming Platform,Mumbai,Tencent,Private Equity,825.0
2018-09-06,Dream11,Consumer Internet,Online Gaming Platform,Mumbai,Private Equity Firm Multiples Alternate Asset Management,Private Equity,825.0
2018-09-10,MamaEarth,Healthcare,Online Marketplace For Mother and Babycare Products,Gurgaon,Stellaris Ventures,Private Equity,33.0
2018-09-11,AutoGrid,Technology,AI-Based Energy Optimisation and Control Provider,Bengaluru,Clp Holdings Group,Private Equity,264.0
2018-09-11,AutoGrid,Technology,AI-Based Energy Optimisation and Control Provider,Bengaluru,Innogy,Private Equity,264.0
2018-09-11,AutoGrid,Technology,AI-Based Energy Optimisation and Control Provider,Bengaluru,\\Xc3\\X98Rstead,Private Equity,264.0
2018-09-11,AutoGrid,Technology,AI-Based Energy Optimisation and Control Provider,Bengaluru,Tenaska,Private Equity,264.0
2018-09-11,Pharmeasy,Consumer Internet,Online Marketplace For Pharmaceutical Products,Mumbai,Innoven Capital,Debt Funding,45.375
2018-09-11,Upwards,Fin-Tech,Online Micro Lending Marketplace,Mumbai,Quotient,Private Equity,41.25
2018-09-11,Upwards,Fin-Tech,Online Micro Lending Marketplace,Mumbai,Mayfield,Private Equity,41.25
2018-09-12,Kissht,Fin-Tech,Online lending Platform,Mumbai,Vertex Ventures Southeast Asia,Private Equity,247.5
2018-09-12,Kissht,Fin-Tech,Online lending Platform,Mumbai,India,Private Equity,247.5
2018-09-12,Kissht,Fin-Tech,Online lending Platform,Mumbai,Fosun Rz Capital,Private Equity,247.5
2018-08-01,dishq,Food-Tech,Personalisation Technology Firm Focusing On The Food And Beverage Industry,Bengaluru,Farm To Fork,Seed/ Angel Funding,3.3
2018-08-01,dishq,Food-Tech,Personalisation Technology Firm Focusing On The Food And Beverage Industry,Bengaluru,Arts Alliance,Seed/ Angel Funding,3.3
2018-08-01,dishq,Food-Tech,Personalisation Technology Firm Focusing On The Food And Beverage Industry,Bengaluru,The Syndicate Fund,Seed/ Angel Funding,3.3
2018-08-01,dishq,Food-Tech,Personalisation Technology Firm Focusing On The Food And Beverage Industry,Bengaluru,Sven Hensen,Seed/ Angel Funding,3.3
2018-08-01,dishq,Food-Tech,Personalisation Technology Firm Focusing On The Food And Beverage Industry,Bengaluru,Zeroth,Seed/ Angel Funding,3.3
2018-08-01,dishq,Food-Tech,Personalisation Technology Firm Focusing On The Food And Beverage Industry,Bengaluru,Artesian Venture Partners,Seed/ Angel Funding,3.3
2018-08-02,Samosa Labs,Consumer Internet,Social Media and Chat Entertainment Platform,Hyderabad,Xiaomi,Private Equity,57.75
2018-08-03,ZiffyHomes,Consumer Internet,Online Home Rental Marketplace,Gurgaon,Y Combinator,Private Equity,0.99
2018-08-07,ShopX,Consumer Internet,Assisted E-commerce Platform,Bengaluru,Fung Strategic Holdings,Private Equity,288.75
2018-08-07,MakeMyTrip,Consumer Internet,Online Travel Aggregator,Gurgaon,Makemytrip Limited,Private Equity,82.5
2018-08-08,Metro Bikes,Consumer Internet,Online Bike Rental Marketplace,Bengaluru,Sequoia Capital India Advisors,Private Equity,100.65
2018-08-08,Phone Pe,Consumer Internet,UPI Payments App,Bengaluru,Flipkart,Private Equity,544.5
2018-08-09,Happy EMI,Fin-Tech,Consumer Financing Platform,Bengaluru,Aj Ventures,Seed/ Angel Funding,8.25
2018-08-09,Happy EMI,Fin-Tech,Consumer Financing Platform,Bengaluru,Jain International Trade Organisation,Seed/ Angel Funding,8.25
2018-08-13,Inthree,Consumer Internet,Rural E-commerce Platform,Chennai,Orios Venture Partners,Seed/ Angel Funding,33.0
2018-08-13,Inthree,Consumer Internet,Rural E-commerce Platform,Chennai,The Ian Fund,Seed/ Angel Funding,33.0
2018-08-13,Observe AI,Technology,AI Based Solutions Platform,Bengaluru,Mgv,Private Equity,66.0
