date,startup,vertical,subvertical,city,investors,rounds,amount
2016-12-07,LookAtMe,Consumer Internet,Mobile App based Fashion Network,Singapore,Eros Labs,Seed Funding,0.0
2016-12-07,BookEventz,Consumer Internet,"Venue, Events Booking platform",Mumbai,Investors From Mumbai Angels,Seed Funding,0.0
2016-12-07,Tailslife,Consumer Internet,Pet Parenting mobile app,Bangalore,Mohan Kumar,Seed Funding,0.0
2016-12-07,Tailslife,Consumer Internet,Pet Parenting mobile app,Bangalore,V. Balakrishnan,Seed Funding,0.0
2016-12-07,WealthApp,Consumer Internet,Online Investment Advisory platform,Bangalore,Venk Krishnan,Seed Funding,3.63
2016-12-07,WealthApp,Consumer Internet,Online Investment Advisory platform,Bangalore,Mj Aravind,Seed Funding,3.63
2016-12-07,WealthApp,Consumer Internet,Online Investment Advisory platform,Bangalore,Vikram Kotak,Seed Funding,3.63
2016-12-07,WealthApp,Consumer Internet,Online Investment Advisory platform,Bangalore,Jayant Davar,Seed Funding,3.63
2016-12-07,WealthApp,Consumer Internet,Online Investment Advisory platform,Bangalore,\\Xc2\\Xa0 Ramkumar Nishtal,Seed Funding,3.63
2016-12-07,WealthApp,Consumer Internet,Online Investment Advisory platform,Bangalore,Arjun Sharmaa,Seed Funding,3.63
2016-12-09,Nykaa,eCommerce,Beauty Products etailer,Mumbai,Max Ventures,Private Equity,0.0
2016-12-09,Nykaa,eCommerce,Beauty Products etailer,Mumbai,Industries,Private Equity,0.0
2016-12-12,Xseed Education,Technology,Education & learning Tech platform,Bangalore,Verlinvest Sa,Private Equity,82.5
2016-12-12,Fresh Food Concepts,Food & Beverage,Cold Press Juice manufacturer & seller,New Delhi,Siddhartha Gupta,Seed Funding,16.5
2016-12-12,Fresh Food Concepts,Food & Beverage,Cold Press Juice manufacturer & seller,New Delhi,Ashvin Chadha,Seed Funding,16.5
2016-12-13,GoComet,Logistics,Marketplace for International Freight,Mumbai,Rajesh Yabaji,Seed Funding,0.0
2016-12-13,GoComet,Logistics,Marketplace for International Freight,Mumbai,Chanakya Hridaya,Seed Funding,0.0
2016-12-13,GoComet,Logistics,Marketplace for International Freight,Mumbai,Ramasubramaniam B,Seed Funding,0.0
2016-12-13,GoComet,Logistics,Marketplace for International Freight,Mumbai,Vishwanathan,Seed Funding,0.0
2016-12-13,GoComet,Logistics,Marketplace for International Freight,Mumbai,Nobel House,Seed Funding,0.0
2016-12-13,GoComet,Logistics,Marketplace for International Freight,Mumbai,Sunstone Capital,Seed Funding,0.0
2016-12-13,OfBusiness,eCommerce,Online business-to-business (B2B) marketplace,Gurgaon,Zodius Technology Opportunities Fund,Private Equity,91.575
2016-12-14,Fitmein,Consumer Internet,Fitness Discovery & Booking platform,New Delhi,Finc,Seed Funding,0.0
2016-12-14,Fitmein,Consumer Internet,Fitness Discovery & Booking platform,New Delhi,Ghv,Seed Funding,0.0
2016-12-14,Qacco,Consumer Internet,Hotel Booking platform,Gurgaon,Anbu P,Seed Funding,1.2375
2016-12-14,Qacco,Consumer Internet,Hotel Booking platform,Gurgaon,Ian,Seed Funding,1.2375
2016-12-14,Qacco,Consumer Internet,Hotel Booking platform,Gurgaon,Prabhakar Mr,Seed Funding,1.2375
2016-12-14,Ten3t Health,Technology,medical grade wearable patch maker,Bangalore,V. Krishna Prasad,Seed Funding,0.0
2016-12-14,Trading Bells,Consumer Internet,Online Share & Commodity Broking platform,Indore,Swastika Investmart Ltd,Seed Funding,2.45025
2016-12-15,SERV\\xe2\\x80\\x99D,Consumer Internet,Financial Services For Unorganized Workforce,Pune,Digital Financial Service Lab,Seed Funding,0.825
2016-12-15,IdeaForge,Technology,Drone Manufacturing,Mumbai,Infosys Innovation Fund,Private Equity,82.5
2016-12-15,Amagi Media Labs,Technology,Media Technology Solutions,Mumbai,Emerald Media,Private Equity,288.75
2016-12-15,Amagi Media Labs,Technology,Media Technology Solutions,Mumbai,Premji Invest,Private Equity,288.75
2016-12-15,Pocket Aces,Technology,Digital Entertainment Company,Mumbai,North Base Media,Private Equity,24.75
2016-12-15,Pocket Aces,Technology,Digital Entertainment Company,Mumbai,Aarin Capital,Private Equity,24.75
2016-12-19,NoBroker,Consumer Internet,Rental property search portal,Bangalore,Ktb Network,Private Equity,61.05
2016-12-20,Zoomcar,Consumer Internet,Self-Driven Cab booking platform,Bangalore,Cyber Carrier Cl,Private Equity,0.0
2016-12-20,BYJU\\xe2\\x80\\x99s,Consumer Internet,Online Learning platform,Bangalore,International Financial Corporation,Private Equity,123.75
2016-12-21,Supr Daily,Consumer Internet,Daily Subscription based Delivery service,Mumbai,Dr. Apoorv Ranjan Sharma,Seed Funding,0.0
2016-12-21,Supr Daily,Consumer Internet,Daily Subscription based Delivery service,Mumbai,Anuj Golecha,Seed Funding,0.0
2016-12-21,Supr Daily,Consumer Internet,Daily Subscription based Delivery service,Mumbai,Krishna Jhunjhunwala,Seed Funding,0.0
2016-12-21,Supr Daily,Consumer Internet,Daily Subscription based Delivery service,Mumbai,Anirudh Damani,Seed Funding,0.0
2016-12-21,The BlueBook,Consumer Internet,online to offline marketing platform,Bangalore,Let\\Xe2\\X80\\X99S Venture,Seed Funding,4.125
2016-12-22,Innoplexus,Technology,Data as a Service Provider,Pune,Hcs Venture Capital Fund,Private Equity,0.0
2016-12-22,Mindler,Consumer Internet,Career Planning & Assessment platform,New Delhi,Taxmann,Seed Funding,2.673
2016-12-22,MCaffeine,eCommerce,Personal care product etailer,Bangalore,Kaushal Agarwal,Seed Funding,2.475
2016-12-22,MCaffeine,eCommerce,Personal care product etailer,Bangalore,Harminder Sahani,Seed Funding,2.475
2016-12-22,MCaffeine,eCommerce,Personal care product etailer,Bangalore,Kk Mehra,Seed Funding,2.475
2016-12-22,MCaffeine,eCommerce,Personal care product etailer,Bangalore,Pranay Jivrajka,Seed Funding,2.475
2016-12-22,MCaffeine,eCommerce,Personal care product etailer,Bangalore,Navjot Saini,Seed Funding,2.475
2016-12-23,enKast,Technology,Cloud based CRM for Agencies,Bangalore,Ivy League Alumni Angel Network,Private Equity,16.5
2016-12-23,ShopKirana,eCommerce,B2B platform for Merchants & Retailers,Indore,Lead Angels Group,Private Equity,0.0
2016-12-23,MyAdvo,Consumer Internet,Legal Advice Platform,New Delhi,Pradyumna Dalmia,Seed Funding,0.0
2016-12-23,MyAdvo,Consumer Internet,Legal Advice Platform,New Delhi,S. Somasegar,Seed Funding,0.0
2016-12-26,The Postbox,eCommerce,Art & Lifestyle ECommerce Store,Chennai,Ritesh Mehta,Seed Funding,0.0
2016-12-26,The Postbox,eCommerce,Art & Lifestyle ECommerce Store,Chennai,Aruna Ganesh Ram,Seed Funding,0.0
2016-12-29,Justbooks,Consumer Internet,Library Chain Aggregator,Bangalore,Cocreate Ventures,Seed Funding,0.0
2016-12-30,InstantPay,Consumer Internet,Digital payments & recharge platform,New Delhi,\\Xc2\\Xa0 Kaleden Holdings,Private Equity,0.0
2016-11-01,PickMyLaundry,Consumer Internet,On-Demand Washing & Dry Cleaning Services,New Delhi,Kedar Lele,Seed Funding,1.65
2016-11-01,PickMyLaundry,Consumer Internet,On-Demand Washing & Dry Cleaning Services,New Delhi,Ghv Accel,Seed Funding,1.65
2016-11-02,Sattviko,Food & Beverage,Health Food Restaurant Chain,New Delhi,Yogesh,Seed Funding,0.0
2016-11-02,Sattviko,Food & Beverage,Health Food Restaurant Chain,New Delhi,Lay,Seed Funding,0.0
2016-11-02,Sattviko,Food & Beverage,Health Food Restaurant Chain,New Delhi,Vaibhav Jain,Seed Funding,0.0
2016-11-04,Browntape,Technology,cloud-based software solutions company,Goa,Gati Ltd,Private Equity,0.0
2016-11-04,Connect India,Logistics,Last mile Delivery Network,Bangalore,Aavishkaar,Private Equity,8.25
2016-11-04,Corseco,Technology,AI-based Software as a Service Solution provider,New Delhi,Ameera Shah,Seed Funding,1.2375
2016-11-05,Medzin,eCommerce,Online ordering & Delivery of medicines,New Delhi,A M Sik,Seed Funding,0.37125
2016-11-07,JustRide,Consumer Internet,Online Car Sharing platform,Mumbai,Justin Kan,Private Equity,24.75
2016-11-07,JustRide,Consumer Internet,Online Car Sharing platform,Mumbai,Qasar Younis,Private Equity,24.75
2016-11-07,JustRide,Consumer Internet,Online Car Sharing platform,Mumbai,Paul Bucche,Private Equity,24.75
2016-11-07,JustRide,Consumer Internet,Online Car Sharing platform,Mumbai,Susa Ventures,Private Equity,24.75
2016-11-07,JustRide,Consumer Internet,Online Car Sharing platform,Mumbai,Kima Ventures,Private Equity,24.75
2016-11-07,JustRide,Consumer Internet,Online Car Sharing platform,Mumbai,Scm Holdings,Private Equity,24.75
2016-11-09,Square Yards,Consumer Internet,Online Property Search Portal,Gurgaon,Adag Reliance Private Equity,Private Equity,99.0
2016-11-10,GolfLAN,Consumer Internet,Golf Session Online Bookings platform,New Delhi,Ison,Private Equity,8.25
2016-11-10,Yottaasys,Technology,Data Sciences platform,Bangalore,Gleevoaz Ventures,Private Equity,0.0
2016-11-10,Tone Tag,Technology,Contactless Payment Solution,Bangalore,Arun Seth,Private Equity,0.0
2016-11-10,Tone Tag,Technology,Contactless Payment Solution,Bangalore,T.V. Moh,Private Equity,0.0
2016-11-10,Tone Tag,Technology,Contactless Payment Solution,Bangalore,Deepak Ghaisas,Private Equity,0.0
2016-11-16,Stasis Labs,Technology,Cloud based\\xc2\\xa0 health monitoring platform,Bangalore,Rtp-Hc,Private Equity,41.25
2016-11-16,Stasis Labs,Technology,Cloud based\\xc2\\xa0 health monitoring platform,Bangalore,Wonder Ventures,Private Equity,41.25
2016-11-16,Stasis Labs,Technology,Cloud based\\xc2\\xa0 health monitoring platform,Bangalore,Techstars Ventures,Private Equity,41.25
2016-11-17,Scienaptic,Technology,Data Analytics platform,Bangalore,Pramod Bhasin,Seed Funding,0.0
2016-11-17,Koovs,eCommerce,Fashion eTailer,New Delhi,Times Of India Group,Private Equity,111.375
2016-11-17,Trip Tap Toe,Consumer Internet,Online Travel Portal,Gurgaon,R.S Sharma,Seed Funding,0.0
2016-11-18,GramCover,Finance,Insurance Marketplace for the Rural Sector,New Delhi,Omnivore Capital,Seed Funding,8.25
2016-11-18,AerMed,eCommerce,Online Pharmacy,Mumbai,Hitesh Windlass,Seed Funding,0.0
2016-11-21,Bats on delivery,Consumer Internet,"Online food, Grocery ordering & Delivery",Gurgaon,Devdeep Singh,Seed Funding,0.7425
2016-11-21,numberz.in,Technology,Cash Flow Management Solution for Businesses,Gurgaon,Khosla Impact,Seed Funding,5.3625
2016-11-22,VoLT,Consumer Internet,Ed-Tech Platform,Mumbai,Yms Mobitech,Seed Funding,0.0
2016-11-22,ShubhLoans,Technology,Consumer Finance & Credit Score platform,Bangalore,Sanjai Vohra,Seed Funding,0.0
2016-11-22,ShubhLoans,Technology,Consumer Finance & Credit Score platform,Bangalore,V. Bunty Bohra,Seed Funding,0.0
2016-11-22,Noddapp,Consumer Internet,App based networking platform,Mumbai,Undisclosed Multiple Investors,Seed Funding,1.21275
2016-11-23,Knowlarity,Consumer Internet,Cloud Telephony Platform,Bangalore,Delta Partners,Private Equity,165.0
2016-11-23,Knowlarity,Consumer Internet,Cloud Telephony Platform,Bangalore,\\Xc2\\Xa0 Mayfield,Private Equity,165.0
2016-11-23,Udaan,eCommerce,B2B Marketplace,Bangalore,Lightspeed Venture Partners India,Private Equity,82.5
2016-11-23,Udaan,eCommerce,B2B Marketplace,Bangalore,Lightspeed Us,Private Equity,82.5
2016-11-24,FroyoFit,Consumer Internet,Fitness Discovery Platform,Indore,Dr. Pooja G,Seed Funding,0.0
2016-11-24,FroyoFit,Consumer Internet,Fitness Discovery Platform,Indore,Hi,Seed Funding,0.0
2016-11-24,Servify,Consumer Internet,Personal Device Assistant App,Mumbai,Barkawi Holdings Gmbh,Private Equity,0.0
2016-11-24,Servify,Consumer Internet,Personal Device Assistant App,Mumbai,Tm Service Technology Holdings Gmbh,Private Equity,0.0
2016-11-24,Servify,Consumer Internet,Personal Device Assistant App,Mumbai,Sreevathsa Prabhakar,Private Equity,0.0
2016-11-25,Hubilo,Consumer Internet,End-to-end Event Organizers Solutions,Ahmedabad,Vc Karthic,Seed Funding,0.0
2016-11-25,Hubilo,Consumer Internet,End-to-end Event Organizers Solutions,Ahmedabad,Miten Mehta,Seed Funding,0.0
2016-11-25,Hubilo,Consumer Internet,End-to-end Event Organizers Solutions,Ahmedabad,Umasankar Nistala,Seed Funding,0.0
2016-11-25,Hubilo,Consumer Internet,End-to-end Event Organizers Solutions,Ahmedabad,Rakesh Patel,Seed Funding,0.0
2016-11-25,Hubilo,Consumer Internet,End-to-end Event Organizers Solutions,Ahmedabad,Akash Bhavsar,Seed Funding,0.0
2016-11-25,Hubilo,Consumer Internet,End-to-end Event Organizers Solutions,Ahmedabad,Jeevan,Seed Funding,0.0
2016-11-25,Hubilo,Consumer Internet,End-to-end Event Organizers Solutions,Ahmedabad,Han Rajagopal,Seed Funding,0.0
2016-11-25,Hubilo,Consumer Internet,End-to-end Event Organizers Solutions,Ahmedabad,Vikas Chadha,Seed Funding,0.0
2016-11-25,FunOnGo,Consumer Internet,Digital Media Content and Distribution platform,Mumbai,Reliance Entertainment,Private Equity,0.0
2016-11-26,TapChief,Consumer Internet,Professional Expert Advice Platform,Bangalore,Subramanya Venkat,Seed Funding,0.0
2016-11-28,WholeSaleBox,eCommerce,B2B Wholesale Apparel Marketplace,Jaipur,Manish Maheshwari,Private Equity,16.5
2016-11-28,WholeSaleBox,eCommerce,B2B Wholesale Apparel Marketplace,Jaipur,Contrarian Vriddhi Fund,Private Equity,16.5
2016-11-29,Crossahead,Consumer Internet,Creative Artists Discovery & Booking platform,Noida,Mohit Sharma,Seed Funding,0.0
2016-11-30,HandyTrain,Consumer Internet,Mobile App for SAAS based Training,Goa,Silver Range Investments,Private Equity,8.25
2016-11-30,HandyTrain,Consumer Internet,Mobile App for SAAS based Training,Goa,Lumina Datamatics,Private Equity,8.25
2016-11-30,HandyTrain,Consumer Internet,Mobile App for SAAS based Training,Goa,Shun Yoshida,Private Equity,8.25
2016-11-30,ShopsUp,eCommerce,Hyperlocal Shopping App,Bangalore,Yang Shu,Seed Funding,7.94475
2016-11-30,Indofash,eCommerce,Ethnic Indian Fashion Marketplace,Bangalore,Shekhar Sahu,Seed Funding,1.2375
2016-11-30,Indofash,eCommerce,Ethnic Indian Fashion Marketplace,Bangalore,Nitesh Pant,Seed Funding,1.2375
2016-11-30,Entropika,Technology,"AI, Machine learning Solutions",Bangalore,Dileep Bhatt,Seed Funding,1.65
2016-11-30,Entropika,Technology,"AI, Machine learning Solutions",Bangalore,Milind Chaudhary,Seed Funding,1.65
2016-11-30,Interviewpad,Technology,Engineering Interview facilitation platform,Pune,Krishna Rokhale,Seed Funding,0.825
2016-11-30,Carcrew.in,Consumer Internet,Online Car repair Marketplace,Mumbai,Tvs Group,Seed Funding,4.125
2016-10-03,MeraKisan,eCommerce,Fruit & vegetable eTailer,Bangalore,Mahindra Univeg,Seed Funding,0.0
2016-10-03,World Art Community,eCommerce,Art & Craft Marketplace,Gurgaon,Viraj Tyagi,Seed Funding,1.65
2016-10-04,Giftxoxo,eCommerce,Online Gifting platform,Bangalore,Mahindra Holidays,Private Equity,3.7125
2016-10-04,Giftxoxo,eCommerce,Online Gifting platform,Bangalore,Resorts India Ltd,Private Equity,3.7125
2016-10-04,India Gifts Portal,eCommerce,Online Gifting platform,Noida,Naveen Arya,Private Equity,16.5
2016-10-04,India Gifts Portal,eCommerce,Online Gifting platform,Noida,Tarun Joshi,Private Equity,16.5
2016-10-04,Moglix,eCommerce,Industrial & Home products marketplace,Noida,Seedplus,Private Equity,34.65
2016-10-04,NetLinx,Consumer Internet,Internet Service Provider,Hyderabad,Xchange Investors Nv,Private Equity,24.75
2016-10-04,NetLinx,Consumer Internet,Internet Service Provider,Hyderabad,Transglobal Fzc,Private Equity,24.75
2016-10-04,Remitr,Consumer Internet,Foreign Currency Payments Platform,Mumbai,Pravin G,Seed Funding,8.25
2016-10-04,Remitr,Consumer Internet,Foreign Currency Payments Platform,Mumbai,\\Xc2\\Xa0 Smart Start Fund; Kunal Shah,Seed Funding,8.25
2016-10-04,Remitr,Consumer Internet,Foreign Currency Payments Platform,Mumbai,\\Xc2\\Xa0 S,Seed Funding,8.25
2016-10-04,AppsDaily,Consumer Internet,"Mobile Phone Theft, Damage Protection platform",Mumbai,Russian Venture Capital Fund Ru-Net,Private Equity,30.9375
2016-10-05,NeuroSynaptic,Technology,Remote Healthcare Delivery Solutions,Bangalore,Healthsquad,Private Equity,0.0
2016-10-06,FindmeaShoe,Consumer Internet,Footwear Recommendation App,Bangalore,Ventureast Fund Advisors,Seed Funding,0.0
2016-10-06,Sportido,Consumer Internet,Sports Discovery platform,Noida,Sumpoorna Group,Seed Funding,0.0
2016-10-07,RayIOT,Technology,Baby Monitoring Devices manufacturer,Bangalore,Hax Accel,Seed Funding,0.825
2016-10-07,KOOH Sports,Technology,Sports Training & Technology,Mumbai,Hdfc,Private Equity,18.15
2016-10-07,KOOH Sports,Technology,Sports Training & Technology,Mumbai,Faering Capital,Private Equity,18.15
2016-10-07,KOOH Sports,Technology,Sports Training & Technology,Mumbai,Elevate Sports,Private Equity,18.15
2016-10-07,Flexiloans,Consumer Internet,Online Funds Raising Platform,Mumbai,Sanjay Nayar,Private Equity,123.75
2016-10-07,Flexiloans,Consumer Internet,Online Funds Raising Platform,Mumbai,Anil Jaggia,Private Equity,123.75
2016-10-07,Flexiloans,Consumer Internet,Online Funds Raising Platform,Mumbai,Narayan Seshadri,Private Equity,123.75
2016-10-07,Sibia Analytics,Technology,Marketing & Customer Analytics Solutions,Kolkata,Radhakrishnan Natarajan,Seed Funding,0.0
2016-10-11,Deyor Camps,Consumer Internet,Branded Camping location Aggregator,Gurgaon,Nitin Passi,Seed Funding,4.125
2016-10-11,Deyor Camps,Consumer Internet,Branded Camping location Aggregator,Gurgaon,Manickam Mahalingam,Seed Funding,4.125
2016-10-11,Deyor Camps,Consumer Internet,Branded Camping location Aggregator,Gurgaon,Udaan Angels,Seed Funding,4.125
2016-10-11,Deyor Camps,Consumer Internet,Branded Camping location Aggregator,Gurgaon,Rajesh Arora,Seed Funding,4.125
2016-10-11,Deyor Camps,Consumer Internet,Branded Camping location Aggregator,Gurgaon,Arkas Industries,Seed Funding,4.125
2016-10-12,ZipLoan,Consumer Internet,online lending platform,New Delhi,Arun Venkatachalam,Seed Funding,0.0
2016-10-12,ZipLoan,Consumer Internet,online lending platform,New Delhi,\\Xc2\\Xa0 Badal Malick,Seed Funding,0.0
2016-10-13,FabAlley,ecommerce,online fashion brand store,Noida,Fao Ventures,Private Equity,16.5
2016-10-13,FabAlley,ecommerce,online fashion brand store,Noida,Tushar Singh,Private Equity,16.5
2016-10-13,FabAlley,ecommerce,online fashion brand store,Noida,Ranjan Sharma,Private Equity,16.5
2016-10-13,RoboVac,Technology,waterless car washing solution,Ahmedabad,Virendra Patel,Seed Funding,3.7125
2016-10-14,ISFC,Finance,Education Sector Lending,Hyderabad,Gray Matters Capital,Private Equity,49.5
2016-10-14,BeatRoute,Technology,SAAS based mobile application platform,Gurgaon,Quarizon Consultancy Services Llp,Seed Funding,0.0
2016-10-14,Kidsstoppress,Consumer Internet,Parenting and Baby care Platform,Mumbai,Karan Bhagat,Seed Funding,0.0
2016-10-15,DailyHunt,Consumer Internet,Vernacular content mobile app,Bangalore,Bytedance,Private Equity,206.25
2016-10-15,DailyHunt,Consumer Internet,Vernacular content mobile app,Bangalore,Arun Sarin,Private Equity,206.25
2016-10-15,DailyHunt,Consumer Internet,Vernacular content mobile app,Bangalore,\\Xc2\\Xa0 Falcon Edge,Private Equity,206.25
2016-10-15,MyKindofJob,Consumer Internet,Internet & Fresher Job platform,Mumbai,Mayank Shah,Seed Funding,8.25
2016-10-15,MyKindofJob,Consumer Internet,Internet & Fresher Job platform,Mumbai,Shreyans Shah,Seed Funding,8.25
2016-10-17,Trilyo,Technology,B2B SAAS based product,Bangalore,Vishnu Bhat,Seed Funding,0.0
2016-10-17,Trilyo,Technology,B2B SAAS based product,Bangalore,Rajiv Lunkad,Seed Funding,0.0
2016-10-17,Trilyo,Technology,B2B SAAS based product,Bangalore,Naresh Ravindranath,Seed Funding,0.0
2016-10-17,Rooter,Consumer Internet,Sports Social Network mobile app,New Delhi,Boman Irani,Seed Funding,0.0
2016-10-17,Rooter,Consumer Internet,Sports Social Network mobile app,New Delhi,Dhruv Chitgopekar,Seed Funding,0.0
2016-10-17,Rooter,Consumer Internet,Sports Social Network mobile app,New Delhi,Prantik Dasgupta,Seed Funding,0.0
2016-10-17,Yumigo,Consumer Internet,App based Travel Discovery and Transactions platform,Gurgaon,Hemant Sahni,Seed Funding,2.475
2016-10-17,Rentalpha,Others,equipment rental and leasing company,Mumbai,Bravia Capital,Private Equity,132.0
2016-10-18,3Dexter,Technology,3D Printing Solutions for Edu space,New Delhi,Newbie Promoters,Seed Funding,1.2375
2016-10-18,MySUN,Technology,Solar Energy harnessing products marketplace,Noida,General Catalyst Partners,Private Equity,20.625
2016-10-18,ePathsala,Technology,Cloud based ERP for Accreditation & ICT,Bangalore,Tlabs,Seed Funding,0.0
2016-10-19,Furlenco,Consumer Internet,Online Furniture Rental platform,Bangalore,Lightbox Ventures,Private Equity,247.5
2016-10-19,Actofit,Technology,Wearable Technology platform & devices,Mumbai,Next Orbit Ventures Fund,Private Equity,6.1875
2016-10-20,Hipcask,Consumer Internet,Alcoholic beverage discovery platform,Mumbai,Mobikon,Seed Funding,0.0
2016-10-21,ChatOnGo,Consumer Internet,Hyperlocal\\xc2\\xa0 Communication Mobile app,Mumbai,Janak Jain,Seed Funding,2.475
2016-10-24,Box8,Consumer Internet,Online Food Ordering platform/App,Mumbai,Iifl Seed Ventures Fund,Private Equity,61.875
2016-10-24,Box8,Consumer Internet,Online Food Ordering platform/App,Mumbai,Mayfield Ventures,Private Equity,61.875
2016-10-25,Pickrr,Technology,Courier Logistics & Order management Solutions,New Delhi,Swastika Company Ltd,Seed Funding,0.0
2016-10-25,SooperMO,Technology,Android utility app suite creator,Gurgaon,Lalit Vase,Seed Funding,0.825
2016-10-26,Wooplr,Consumer Internet,Fashion Discovery App,Bangalore,Astarc Ventures,Seed Funding,0.0
2016-10-26,The Kettlery,eCommerce,Online Tea Etailer,Ahmedabad,Hooting Starts Sports Llp,Private Equity,8.25
2016-10-26,The Kettlery,eCommerce,Online Tea Etailer,Ahmedabad,Franchise India Br,Private Equity,8.25
2016-10-27,Idea Bubbles,Consumer Internet,Doctor Consulting platform,Bangalore,Eureka Forbes Ltd,Private Equity,5.775
2016-10-27,Idea Bubbles,Consumer Internet,Doctor Consulting platform,Bangalore,Shapoorji Pallonji,Private Equity,5.775
2016-10-27,FR8,Technology,Truck Fleet Operation platform,Chennai,Omnivore Partners,Private Equity,8.01075
2016-10-27,Ather Energy,Technology,Electric Vehicle Manufacturer,Bangalore,Hero Motocorp,Private Equity,222.75
2016-10-28,Pikkol,Logistics,Relocation Service provider,Bangalore,Ajay Nanavati,Seed Funding,0.0
2016-10-28,Pikkol,Logistics,Relocation Service provider,Bangalore,Afsal Salu,Seed Funding,0.0
2016-10-30,Impact Analytics,Technology,Business intelligence and data science Startup,Bangalore,Michael Herzig,Private Equity,6.1875
2016-10-30,Impact Analytics,Technology,Business intelligence and data science Startup,Bangalore,Ashish Lakhanpal,Private Equity,6.1875
2016-10-31,Talent Next,Consumer Internet,Talent Discovery & Audition management platform,Mumbai,Karanpal Singh,Seed Funding,8.25
2016-09-01,Renowala,eCommerce,Home Improvement Marketplace,Hyderabad,Pradeep Dhobale,Seed Funding,0.0
2016-09-01,Lucideus,Technology,IT Risk Assessment and Digital Security Services provider.,New Delhi,Amit Choudhary,Seed Funding,0.0
2016-09-04,Trackbizz,Technology,Field Force Automation System,Kochi,Grasshoppers,Private Equity,0.0
2016-09-05,Social Quotient,Technology,Platform for Social Causes,Mumbai,Anita Dongre,Seed Funding,0.0
2016-09-05,Social Quotient,Technology,Platform for Social Causes,Mumbai,Yash Dongre,Seed Funding,0.0
2016-09-05,Social Quotient,Technology,Platform for Social Causes,Mumbai,Milind Sarwate,Seed Funding,0.0
2016-09-05,Stalk Buy Love,eCommerce,Fashion Apparel eTailer,New Delhi,William Bissel,Seed Funding,0.0
2016-09-06,eShakti,eCommerce,Women\xe2\x80\x99s Fashion Apparel eTailer,Chennai,Infina Finance Pvt. Ltd,Private Equity,11.1375
2016-09-06,Lenskart,eCommerce,Online Eyewear eTailer,New Delhi,Premjiinvest,Private Equity,0.0
2016-09-07,Zilingo,eCommerce,Online Fashion Retailer,Bangalore/ Bangkok,Venturra Capital,Private Equity,66.0
2016-09-07,Zilingo,eCommerce,Online Fashion Retailer,Bangalore/ Bangkok,Susquehanna International Group.\\Xc2\\Xa0 Wavemaker Partners,Private Equity,66.0
2016-09-07,Prozo,eCommerce,Study Material Marketplace,Gurgaon,Sailender Solanki,Seed Funding,2.59875
2016-09-07,Prozo,eCommerce,Study Material Marketplace,Gurgaon,Rajiv Solanki,Seed Funding,2.59875
2016-09-08,TopRankers,Education,Online Test Preparation platform,Bangalore,Careernet Consulting Pvt. Ltd,Seed Funding,5.5275
2016-09-08,TopRankers,Education,Online Test Preparation platform,Bangalore,Ideation Initiative Pvt. Ltd,Seed Funding,5.5275
2016-09-08,BuildTraders,eCommerce,Online Construction Materials Marketplace,Bangalore,Idein Ventures,Seed Funding,1.65
2016-09-09,Byju\\xe2\\x80\\x99s,Education,Online Learning App,Bangalore,Chan Zuckerberg Initiative,Private Equity,412.5
2016-09-09,Byju\\xe2\\x80\\x99s,Education,Online Learning App,Bangalore,Lightspeed Ventures,Private Equity,412.5
2016-09-10,Freshboxx,eCommerce,Fruits & vegetable eTailer,Hubli,Ravi Linganuri,Seed Funding,0.0
2016-09-10,CureInstant,Consumer Internet,Social Health Networking Platform,New Delhi,Dr. Rameshwar Kumar,Seed Funding,1.2375
2016-09-10,Poshtic,Consumer Internet,Online health & Wellness platform,Noida,Havya Sharma,Seed Funding,3.7125
2016-09-10,Poshtic,Consumer Internet,Online health & Wellness platform,Noida,Amit Nagar,Seed Funding,3.7125
2016-09-10,KarmaCircles,Consumer Internet,Peer-to-peer Social Learning platform,New Delhi,Harinder Takhar,Seed Funding,0.0
2016-09-10,KarmaCircles,Consumer Internet,Peer-to-peer Social Learning platform,New Delhi,Zain Raj,Seed Funding,0.0
2016-09-10,KarmaCircles,Consumer Internet,Peer-to-peer Social Learning platform,New Delhi,Dr. Prasad Kaipa,Seed Funding,0.0
2016-09-10,KarmaCircles,Consumer Internet,Peer-to-peer Social Learning platform,New Delhi,Abaran Deep,Seed Funding,0.0
2016-09-10,KarmaCircles,Consumer Internet,Peer-to-peer Social Learning platform,New Delhi,Aseem Sood,Seed Funding,0.0
2016-09-10,KarmaCircles,Consumer Internet,Peer-to-peer Social Learning platform,New Delhi,Mustafa Patni,Seed Funding,0.0
2016-09-12,Purple Style Labs,Consumer Internet,Personal Styling Online platform,Mumbai,Rahul Kayan,Seed Funding,3.696
2016-09-12,Purple Style Labs,Consumer Internet,Personal Styling Online platform,Mumbai,Nikhil Golcha,Seed Funding,3.696
2016-09-12,Purple Style Labs,Consumer Internet,Personal Styling Online platform,Mumbai,Shubham Gupta,Seed Funding,3.696
2016-09-12,Purple Style Labs,Consumer Internet,Personal Styling Online platform,Mumbai,Roy Kwan,Seed Funding,3.696
2016-09-12,Inuxu,Technology,Online Advertising Solutions,Pune,Fork Media,Private Equity,24.75
2016-09-12,Nykaa,eCommerce,Online Beauty products eTailer,Mumbai,Mariwala Family,Private Equity,101.475
2016-09-12,Glam Studios,Consumer Internet,Beauty Salon Aggregator,Noida,Pradeep Mirani,Seed Funding,2.475
